NAME,DP05_0001E,DP02_0016E,DP02_0112E,DP03_0025E,Median Household Income,DP03_0119PE
"Joseph City CDP, Arizona",1260,3.47,142,14.7,57574,9.5
"Sun Valley CDP, Arizona",195,2,75,N,-,100
"Indian Wells CDP, Arizona",275,4.4,181,50.1,35714,34.5
"Seba Dalkai CDP, Arizona",144,6.1,104,37.4,47000,33.3
"Ali Chukson CDP, Arizona",107,5.29,15,N,-,0
"Wet Camp Village CDP, Arizona",351,6.92,0,26.6,-,42.1
"Casa Blanca CDP, Arizona",1189,5.74,131,24.7,12396,44.4
"Goodyear Village CDP, Arizona",236,4.95,36,N,-,52.4
"Santa Cruz CDP, Arizona",0,-,0,-,-,-
"Sacate Village CDP, Arizona",177,8.14,32,N,-,100
"San Tan Valley CDP, Arizona",90665,3.91,12082,36.5,62646,7.8
"Franklin CDP, Arizona",37,2.27,0,N,19583,45.5
"York CDP, Arizona",620,2.96,83,24.9,64583,22.2
"Kino Springs CDP, Arizona",400,5.23,195,24.2,36875,15.1
"Fort Valley CDP, Arizona",1195,2.75,115,15.3,116392,4.8
"Doney Park CDP, Arizona",5522,3.36,547,21.3,82483,7.6
"Tolani Lake CDP, Arizona",330,4.33,226,31.7,23500,49.3
"Valle CDP, Arizona",185,1.78,121,N,26563,0
"Beyerville CDP, Arizona",219,4.95,211,17.6,28917,52.4
"Rio Rico CDP, Arizona",18891,3.51,14521,28.6,48977,13.3
"Solomon CDP, Arizona",424,3.75,165,19.6,65625,8.4
"Fort Thomas CDP, Arizona",577,4.01,29,23.7,57917,6.1
"Bylas CDP, Arizona",1834,5.74,526,28,24875,46
"Bryce CDP, Arizona",69,2.15,0,N,-,0
"Central CDP, Arizona",369,3.05,6,N,-,0
"San Jose CDP, Arizona",599,4.01,157,21.8,68088,7.8
"Cactus Flats CDP, Arizona",1423,3.56,306,27.1,51250,26.5
"Bowie CDP, Arizona",337,2.47,177,14.3,33472,17.2
"San Simon CDP, Arizona",132,3.15,0,26.8,45313,7.4
"Sunizona CDP, Arizona",196,2.5,19,34.7,29375,10.4
"Elfrida CDP, Arizona",347,2.52,158,25.5,34500,6.3
"McNeal CDP, Arizona",167,2.64,7,35.7,44000,6
"Miracle Valley CDP, Arizona",759,3.21,315,39,22130,0
"Palominas CDP, Arizona",249,2.24,0,45.2,91063,0
"Dragoon CDP, Arizona",48,-,16,N,-,-
"Whetstone CDP, Arizona",2191,2.91,213,25.1,51771,9.1
"Red Rock CDP (Pinal County), Arizona",3046,3.96,465,40.1,58869,12.5
"Gold Canyon CDP, Arizona",10684,2.35,350,31.6,70345,5.5
"Theba CDP, Arizona",75,3.32,65,8.4,33393,10.5
"Morristown CDP, Arizona",158,2.4,0,48.5,21964,14.9
"Red Rock CDP (Apache County), Arizona",174,5.92,148,31,-,28
"Ali Molina CDP, Arizona",63,5.1,63,N,-,0
"Nelson CDP, Arizona",473,4.2,133,49.4,43125,24.2
"Nolic CDP, Arizona",63,5.25,38,N,-,41.7
"Willow Canyon CDP, Arizona",0,-,0,-,-,-
"Mescal CDP, Arizona",1509,2.69,238,35.5,34519,18.8
"So-Hi CDP, Arizona",223,2.09,20,N,26964,0
"Beaver Dam CDP, Arizona",1587,2.56,215,18.8,38162,24.5
"Cane Beds CDP, Arizona",395,5.72,0,N,40250,0
"Moccasin CDP, Arizona",0,-,0,-,-,-
"Centennial Park CDP, Arizona",1550,6.09,0,19.7,59118,27.4
"Chloride CDP, Arizona",297,2.07,8,N,23750,36.2
"Clacks Canyon CDP, Arizona",322,3.61,0,20.9,101250,0
"Crystal Beach CDP, Arizona",135,1.95,0,N,37857,0
"Walnut Creek CDP, Arizona",528,2.2,0,28,46250,10.2
"Wintersburg CDP, Arizona",43,3.2,0,N,-,0
"Tonopah CDP, Arizona",65,2.03,0,N,-,0
"Wittmann CDP, Arizona",607,3.93,0,30,-,24.8
"Kaka CDP, Arizona",114,4.93,52,N,-,0
"Aguila CDP, Arizona",1240,4.13,1072,16.5,27614,42.2
"Oatman CDP, Arizona",48,-,0,-,-,-
"Meadview CDP, Arizona",857,2.47,24,24.1,18269,11.6
"White Hills CDP, Arizona",222,2.03,50,N,56250,0
"Yucca CDP, Arizona",61,2.27,0,N,29792,60
"Topock CDP, Arizona",14,-,0,-,-,-
"Truxton CDP, Arizona",121,3.48,8,N,33438,7.4
"Golden Shores CDP, Arizona",1294,2.32,0,43.2,26948,16.1
"McConnico CDP, Arizona",0,-,0,-,-,-
"Valentine CDP, Arizona",60,2.42,7,45.3,-,84.2
"Pine Lake CDP, Arizona",50,2,0,-,-,0
"Anthem CDP, Arizona",22980,3.22,1564,29.6,94350,3.3
"Arlington CDP, Arizona",97,2.42,32,N,-,0
"Citrus Park CDP, Arizona",4924,3.58,472,32,108781,1.1
"Komatke CDP, Arizona",1283,5.58,279,23.1,31250,45.1
"Maricopa Colony CDP, Arizona",791,5.31,113,26,27083,41
"Pinion Pines CDP, Arizona",181,2.41,0,34.4,53409,0
"Scenic CDP, Arizona",1608,2.98,250,17.8,37174,10.5
"Why CDP, Arizona",150,4.4,0,N,56250,0
"Ko Vaya CDP, Arizona",8,2,8,N,-,0
"Tusayan town, Arizona",390,2.96,114,7.6,50000,17
"Campo Bonito CDP, Arizona",58,-,0,-,-,-
"Vaiva Vo CDP, Arizona",0,-,0,-,-,-
"Saddlebrooke CDP, Arizona",10300,2.17,494,31,72618,3.1
"Cactus Forest CDP, Arizona",872,3.2,200,18.9,29385,11.4
"Sacaton Flats Village CDP, Arizona",457,4.66,127,N,18409,47.5
"Upper Santan Village CDP, Arizona",391,6.41,58,N,9659,22.4
"Lower Santan Village CDP, Arizona",395,4.48,60,N,5857,82.9
"Stotonic Village CDP, Arizona",379,2.9,117,N,"2,500-",68.3
"Sweet Water Village CDP, Arizona",152,6.35,0,N,-,0
"Littlefield CDP, Arizona",505,3.71,279,N,-,0
"Hackberry CDP, Arizona",101,2,0,36.9,46985,0
"Katherine CDP, Arizona",80,1.95,21,N,32857,0
"Wikieup CDP, Arizona",134,2.71,11,9.9,-,0
"Lazy Y U CDP, Arizona",468,3.1,37,N,126532,10.3
"Egypt town, Arkansas",48,2.69,0,20,41250,0
"Rogers city, Arkansas",63411,3.3,14011,16.4,54172,10.5
"Alpena town, Arkansas",390,3.58,0,21.1,27115,27.4
"Everton town, Arkansas",108,3.44,0,15.9,34167,25.9
"Hope city, Arkansas",9923,3.68,1857,15.4,32609,22.9
"Hartman city, Arkansas",520,3.06,9,23.4,21500,29.7
"Barling city, Arkansas",4809,2.86,341,20.6,44223,23.3
"McCrory city, Arkansas",1746,2.81,6,18,29375,10.1
"Huttig city, Arkansas",608,3.14,2,38.7,35568,17.2
"Fayetteville city, Arkansas",81889,2.98,7118,19.5,41158,12.5
"Springdale city, Arkansas",77252,3.54,26922,19.4,47993,14.8
"Tontitown city, Arkansas",3062,2.98,60,22.4,76089,7.5
"Newport city, Arkansas",7770,3.11,255,13.9,28872,25.2
"Lake Hamilton CDP, Arkansas",2186,2.68,142,19.4,66700,12
"Marvell city, Arkansas",1242,3,49,20.7,25128,31.6
"Charleston city, Arkansas",2729,3.43,14,25.8,38929,6.3
"West Point town, Arkansas",140,2.87,0,15.5,36094,8.7
"Green Forest city, Arkansas",2673,3.68,889,16.7,40153,19.7
"St. Paul town, Arkansas",73,2.64,0,18.1,31000,8
"Ashdown city, Arkansas",4471,2.94,0,22,27906,16.3
"Scranton city, Arkansas",218,2.91,1,35.2,34167,20.7
"Delaplaine town, Arkansas",61,2.26,0,12.6,55625,0
"Pineville town, Arkansas",241,3.76,8,20.9,31250,7.8
"Black Oak town, Arkansas",204,2.82,22,22.5,49000,18.2
"Subiaco town, Arkansas",485,2.79,42,20.3,43542,7.9
"Hackett city, Arkansas",1032,3.64,12,19.2,26979,34.5
"Gentry city, Arkansas",3743,3.13,253,24.4,45220,19.3
"Earle city, Arkansas",1999,3.05,18,26.2,28125,33.7
"Willisville town, Arkansas",319,2.65,1,31.6,-,47.3
"Jasper city, Arkansas",553,2.66,6,15,27059,20.3
"Mountainburg city, Arkansas",592,3.19,8,26.8,33929,14.6
"Bay city, Arkansas",1887,2.82,12,20.9,39798,7.8
"Oxford city, Arkansas",600,3.07,10,26.1,41413,16.1
"Hickory Ridge city, Arkansas",243,2.27,0,34.3,37639,15.3
"Higginson town, Arkansas",660,3.19,33,17.7,50096,15.1
"Griffithville town, Arkansas",102,2.44,0,20.7,31250,16.7
"Lepanto city, Arkansas",2053,3.17,45,25.8,27284,26.9
"Oppelo city, Arkansas",678,3.27,9,23.9,46364,12.9
"Shannon Hills city, Arkansas",3674,3.62,257,26.2,57625,4.6
"Vandervoort town, Arkansas",131,3.84,0,35.3,-,38.7
"Walnut Ridge city, Arkansas",5146,2.99,70,16.8,40582,15.2
"Rondo town, Arkansas",348,2.91,0,28,19740,33.3
"Murfreesboro city, Arkansas",1778,2.82,52,18.9,32250,20.3
"Gum Springs town, Arkansas",137,3.23,27,17.5,33750,28.6
"Lakeview city, Arkansas",827,2.31,10,18.8,44479,13.3
"Maumelle city, Arkansas",17967,2.95,913,25.3,72335,3.7
"Forrest City city, Arkansas",14691,3.66,672,16.9,30845,25.9
"Diamond City city, Arkansas",858,2.39,58,26.1,27500,18.6
"Strong city, Arkansas",371,2.85,7,32.2,20469,14.8
"Fountain Lake town, Arkansas",471,3.28,4,24.4,45714,9.9
"Oak Grove town, Arkansas",452,3.41,25,24.2,36429,21.2
"Portia town, Arkansas",595,2.95,0,17.9,27065,10
"Springtown town, Arkansas",151,6.32,3,12.3,93750,0
"Leola town, Arkansas",604,4.13,218,23.3,40313,15.9
"Cotter city, Arkansas",892,2.74,16,16.8,33843,15
"Tuckerman city, Arkansas",2029,3.03,15,19.9,36979,13.7
"Holland city, Arkansas",602,3.34,46,26.2,45391,14.2
"Stamps city, Arkansas",1786,3.02,46,28.4,27708,24.4
"Kensett city, Arkansas",1486,3.04,353,14,24567,37.5
"Trumann city, Arkansas",7103,2.99,139,21.1,37611,17.1
"Smithville town, Arkansas",87,2.74,1,35.7,53750,7.4
"Ward city, Arkansas",4799,3.05,138,33.1,53516,7.9
"Wilmot city, Arkansas",477,3.94,0,19.7,17197,19.3
"Marie town, Arkansas",61,2.32,8,29.6,-,21.1
"Jennette town, Arkansas",71,2.46,0,23.2,24375,16.7
"West Memphis city, Arkansas",25152,3.25,310,16.4,30101,25.4
"Monette city, Arkansas",1666,2.74,48,21.9,48036,7.1
"Blytheville city, Arkansas",14588,2.94,572,16.1,35130,21.5
"McNab town, Arkansas",51,3.08,0,32,43750,8.3
"Birdsong town, Arkansas",39,3.1,0,N,-,10
"Dyess town, Arkansas",364,3.79,9,27,34643,25.6
"Joiner city, Arkansas",490,3.31,0,20.4,18229,39.4
"Batesville city, Arkansas",10568,2.95,1203,13.1,43049,13.5
"Oak Grove Heights town, Arkansas",909,3.1,22,21.5,57708,14.1
"Calico Rock city, Arkansas",1995,3.37,42,14.6,40772,12.3
"West Fork city, Arkansas",2531,3.1,21,23.8,46758,7.2
"Oil Trough town, Arkansas",244,2.36,0,21.7,35833,23.6
"McDougal town, Arkansas",143,2.58,3,31.2,-,30.2
"Plumerville city, Arkansas",1114,3.36,100,21.7,38024,16.3
"Austin city, Arkansas",2789,3.11,115,26.1,73000,4.5
"West Crossett CDP, Arkansas",1049,3.54,17,15.2,36842,12.2
"Reed town, Arkansas",133,2,0,15.4,15078,43.8
"Bluff City town, Arkansas",117,2.45,0,34,-,0
"De Queen city, Arkansas",6623,4.44,3278,22,39948,24.6
"Ben Lomond town, Arkansas",97,2.9,0,29.8,21875,10
"Cave City city, Arkansas",2615,3.13,28,20.2,30461,22.3
"Newark city, Arkansas",1189,2.88,17,22.9,35769,22.5
"Gosnell city, Arkansas",3375,3.21,105,18.2,46695,13
"Whelen Springs town, Arkansas",53,5,10,27.3,40893,20
"Altheimer city, Arkansas",914,3.35,23,24.5,30000,23.8
"White Hall city, Arkansas",5213,3.14,316,21.3,61525,9.6
"Minturn town, Arkansas",76,2.48,0,27.8,27500,0
"North Little Rock city, Arkansas",66144,3.32,2983,19.3,41278,19.6
"Sweet Home CDP, Arkansas",522,3.62,88,21.4,46719,13.9
"Stephens city, Arkansas",919,3.13,6,30.4,29107,22
"Colt city, Arkansas",393,2.99,6,21.6,37188,19.2
"Madison city, Arkansas",828,3.26,0,22.8,18403,41.1
"Palestine city, Arkansas",722,3.16,22,17,30385,20.6
"Cave Springs city, Arkansas",3320,3.17,75,20,103676,2.6
"Brinkley city, Arkansas",2854,2.9,112,18.4,31694,21
"Alma city, Arkansas",5616,2.94,222,21.4,42829,16.8
"Scott CDP, Arkansas",28,2.11,0,N,-,0
"Woodson CDP, Arkansas",327,3.93,0,N,30045,0
"Corning city, Arkansas",3205,2.78,0,21,25262,26.5
"Texarkana city, Arkansas",30120,3.06,729,14.6,38088,20.1
"Lonoke city, Arkansas",4229,3,114,25.1,43942,11.5
"Eudora city, Arkansas",1811,2.85,9,22.2,19320,39.5
"Kingsland city, Arkansas",419,3,0,24.4,27083,13.6
"Parkin city, Arkansas",895,2.83,20,30,21579,17.6
"Van Buren city, Arkansas",23135,3.2,3094,19.6,40747,15.7
"Salem city, Arkansas",1910,2.77,78,22.3,23000,25.2
"Imboden town, Arkansas",660,2.92,28,42.2,42426,14.4
"Sedgwick town, Arkansas",220,3.03,7,23.5,45417,10.2
"Booneville city, Arkansas",3876,3.24,129,18.2,33042,22.4
"Magazine city, Arkansas",944,3.23,19,27.2,37857,27.6
"Marmaduke city, Arkansas",1331,3.22,73,19.7,34107,17.7
"Humphrey city, Arkansas",502,3.34,0,20,36932,0
"Marshall city, Arkansas",1900,3.02,43,18.2,28672,8.4
"Pindall town, Arkansas",97,2.83,12,21.7,-,10.3
"Rudy town, Arkansas",258,3.41,0,19.5,73036,6.7
"Hatfield town, Arkansas",418,3.04,10,28.1,22500,26.6
"Dover city, Arkansas",1503,3.2,9,18.8,34183,15
"Russellville city, Arkansas",29147,3.18,4160,14.8,35295,18.4
"Fordyce city, Arkansas",4014,2.75,115,25.9,32248,8.5
"Sparkman city, Arkansas",410,2.78,66,19.5,36161,14.2
"Daisy town, Arkansas",79,3.18,0,30,31875,0
"Hughes city, Arkansas",1263,3.24,7,25.4,17821,36.6
"Swifton city, Arkansas",706,3.17,0,22.4,36500,18.5
"Tupelo town, Arkansas",165,2.43,0,34.2,38125,1.8
"Mineral Springs city, Arkansas",960,3.38,69,18.4,39063,11.4
"Hot Springs city, Arkansas",36780,3.11,3053,17.7,32066,21.7
"Lake View city, Arkansas",482,2.99,2,27.3,16576,44
"Gravette city, Arkansas",3293,3.37,375,26.4,39706,9.7
"Valley Springs town, Arkansas",178,2.91,0,15.9,43889,16.7
"Marion city, Arkansas",12467,3.33,371,21.5,71759,6.3
"Coal Hill city, Arkansas",1175,3.06,14,26.2,37000,21.4
"Branch city, Arkansas",331,2.93,1,44.6,29333,18.7
"Sulphur Rock town, Arkansas",420,3.08,0,18.5,28224,20.4
"Datto town, Arkansas",70,3.5,0,21.2,39375,35.7
"Nimmons town, Arkansas",64,3,2,23.5,30000,52.9
"Gassville city, Arkansas",2548,3.29,23,16.1,39334,13.8
"Zinc town, Arkansas",68,3.06,0,30.6,17813,47.1
"Anthonyville town, Arkansas",169,3.11,0,36.4,31042,15.9
"Russell town, Arkansas",232,2.67,14,20.5,25000,37.3
"Aubrey town, Arkansas",142,2.43,0,13.2,17174,41.3
"Haynes town, Arkansas",128,3,0,20.6,25714,36.4
"Casa town, Arkansas",203,5.24,0,33.7,47250,0
"Jericho town, Arkansas",70,2.95,0,19,19583,0
"Bono city, Arkansas",2494,3.48,134,18.3,41042,13.1
"Houston town, Arkansas",170,2.51,0,26.3,47708,10.9
"Paris city, Arkansas",3412,2.81,180,14.9,31523,22.3
"Ratcliff city, Arkansas",179,2.8,9,22.2,27321,17.8
"Almyra town, Arkansas",310,2.8,0,19.6,41750,20.9
"Gillett city, Arkansas",787,2.92,0,18,47596,3.1
"Biggers town, Arkansas",274,2.7,4,23,38438,6
"Pangburn city, Arkansas",588,3.1,33,19.7,31375,23.4
"Delight city, Arkansas",414,2.87,10,29.5,26528,17.4
"Holly Grove city, Arkansas",526,3.24,0,28.3,32083,30
"Elaine city, Arkansas",877,3.04,0,21.6,16541,24.6
"Rector city, Arkansas",2075,3.35,25,20.6,28500,22.2
"Sidney town, Arkansas",196,3.33,15,27,36875,28.8
"Clarkedale city, Arkansas",438,3.55,14,25.2,88333,9.6
"Midway town, Arkansas",489,3.4,7,26,57763,3.3
"Briarcliff city, Arkansas",236,2.89,5,18.3,47778,12.1
"Cherokee Village city, Arkansas",4804,2.95,87,21,34348,17.4
"Wilson city, Arkansas",1016,2.95,3,20,51985,15.1
"Wilton city, Arkansas",230,2.38,0,22.2,21250,13.8
"Winchester town, Arkansas",216,3.78,2,21.5,22500,35.2
"Lexa town, Arkansas",369,3.83,0,40.7,44167,18.3
"Lockesburg city, Arkansas",886,3.48,26,31.9,31083,18.5
"Cushman city, Arkansas",445,3.21,3,22.3,35000,16.4
"Evening Shade city, Arkansas",456,2.64,4,25.1,32188,17.5
"Fisher city, Arkansas",331,3,5,27.9,46477,1
"Fouke city, Arkansas",876,3.44,0,22.2,30147,24
"Fulton town, Arkansas",139,3.34,2,26.1,23125,6.9
"Gilmore city, Arkansas",182,2.55,0,20.8,19766,26.8
"Adona city, Arkansas",211,3.03,0,34.6,-,29
"Campbell Station city, Arkansas",220,2.9,0,13.7,50625,3.3
"Caraway city, Arkansas",1044,3.41,6,25.1,42500,20.6
"De Valls Bluff city, Arkansas",637,2.58,0,26.2,32500,17.6
"Dyer city, Arkansas",681,2.79,0,19.8,36833,21.3
"Greenway city, Arkansas",210,3.37,0,25.6,27188,23.9
"Grubbs city, Arkansas",469,2.75,0,17.2,35833,16.3
"Harrell town, Arkansas",378,2.78,20,24.4,29792,25.9
"Helena-West Helena city, Arkansas",11210,3.41,116,16,21667,33.4
"Jerome town, Arkansas",30,2.08,2,N,-,41.7
"Knobel city, Arkansas",189,2.72,0,34.7,28625,26.3
"Knoxville town, Arkansas",925,2.93,51,18.3,43350,12
"Lake City city, Arkansas",2425,3.03,49,23.6,44514,11.4
"Luxora city, Arkansas",963,3.32,24,18.5,25147,34.3
"McCaskill town, Arkansas",61,6,38,25.5,28750,42.9
"Pollard city, Arkansas",193,3.13,4,25.1,30625,13.5
"Pottsville city, Arkansas",3072,3.21,113,19.9,42794,9.2
"Reyno city, Arkansas",394,2.55,0,28.9,24821,22.1
"Rockport city, Arkansas",825,3.21,14,19.5,41806,7.2
"Wabbaseka town, Arkansas",269,3.18,2,23,22813,22.7
"Mount Vernon town, Arkansas",142,3.83,2,28.7,51563,11.4
"Oakhaven town, Arkansas",84,3.3,12,23.9,57500,0
"Ogden city, Arkansas",181,3.48,1,22,59688,7.1
"Ozan town, Arkansas",91,2.77,0,38,35417,0
"Patterson city, Arkansas",426,3.19,0,17.4,26964,32.4
"Peach Orchard city, Arkansas",93,3,0,32.3,-,0
"Perrytown town, Arkansas",303,3.5,24,14.9,31750,22.2
"Sunset town, Arkansas",214,3.12,0,12,25000,28.8
"Tinsman town, Arkansas",58,3.53,5,20.5,-,33.3
"Coy town, Arkansas",130,4.96,0,32.7,48750,0
"St. Francis city, Arkansas",204,2.96,0,37.6,25000,35.2
"Norman town, Arkansas",361,2.8,0,26.5,15893,26.4
"Cabot city, Arkansas",25732,3.1,1188,26,58392,9.8
"Osceola city, Arkansas",7160,3.01,362,10.9,28448,30.6
"Leachville city, Arkansas",2174,3.52,202,25.8,31250,20.7
"El Dorado city, Arkansas",18201,3.11,666,15.8,37366,20.3
"Lincoln city, Arkansas",2645,3.29,124,32.7,30667,15.7
"Quitman city, Arkansas",882,3.08,26,23.2,54844,13.1
"Mulberry city, Arkansas",1821,2.82,28,22.3,31005,22.7
"Mena city, Arkansas",5612,3.08,155,14.1,28230,32.3
"Hector town, Arkansas",574,3.77,0,33.4,32875,9
"Beedeville town, Arkansas",110,2.97,0,N,-,34.4
"Jacksonport town, Arkansas",172,2.78,2,14.6,30938,5.5
"Lonsdale town, Arkansas",152,3.84,0,27.5,53438,2.7
"Rockwell CDP, Arkansas",4049,3.21,62,21.6,48359,7.8
"Beaver town, Arkansas",111,3.76,0,29.8,60455,0
"Norfork city, Arkansas",523,3.3,3,22.5,35313,26.3
"Moorefield town, Arkansas",171,3.13,2,15.3,50000,11.1
"Fargo town, Arkansas",111,3.09,0,29.3,71750,9.1
"England city, Arkansas",2758,3.27,27,25.2,40543,22.4
"Humnoke city, Arkansas",224,2.85,0,22.4,50500,3.1
"Banks town, Arkansas",73,2.43,11,42.3,-,52.4
"Montrose city, Arkansas",359,3.23,9,20.7,26964,28.4
"Wynne city, Arkansas",8095,3.15,94,21.2,41344,16.8
"Dumas city, Arkansas",4358,2.99,415,16.3,24241,31.4
"Rosston town, Arkansas",349,3.36,0,27.2,37500,18.1
"Horatio city, Arkansas",1064,3.42,316,23.9,31406,24.7
"Ash Flat city, Arkansas",1191,2.64,29,12.4,19267,29.5
"Wilmar city, Arkansas",368,3.23,0,24.4,41250,32
"Piney CDP, Arkansas",4385,2.95,161,16.5,30449,16.3
"Wiederkehr Village city, Arkansas",35,2.13,0,20,71750,0
"London city, Arkansas",888,3.49,13,23.6,32386,22.4
"Traskwood city, Arkansas",373,3.14,12,29.7,50781,4.3
"Tyronza city, Arkansas",968,2.87,9,27.6,37813,18.9
"Vilonia city, Arkansas",4390,3.35,0,28.8,66759,3.4
"Bonanza city, Arkansas",640,3.47,12,26.1,50250,10.1
"Bethel Heights city, Arkansas",2560,3.85,845,23.4,53063,18.9
"Alexander city, Arkansas",2881,3.67,721,20.5,40000,18.4
"DeWitt city, Arkansas",3166,3.12,125,14.1,29579,15
"Yarborough Landing CDP, Arkansas",272,2.44,0,N,51618,0
"Midway CDP, Arkansas",1031,2.77,34,12.1,34653,16.2
"New Edinburg CDP, Arkansas",455,3.35,0,31.6,87308,0
"Rye CDP, Arkansas",184,4.69,0,35.1,73958,0
"Staves CDP, Arkansas",150,2.53,0,N,48750,14.5
"Woodlawn CDP, Arkansas",189,3.42,6,25.7,57639,0
"Holiday Island CDP, Arkansas",2247,2.36,0,21.9,52083,11.2
"Tumbling Shoals CDP, Arkansas",1005,2.72,31,25.2,57396,9.4
"Kirby CDP, Arkansas",993,3.17,52,31.2,49250,11.4
"Landmark CDP, Arkansas",3313,3.3,198,25.4,46286,4.3
"Brookland city, Arkansas",2986,3.05,53,20.1,43224,12.1
"Magnet Cove CDP, Arkansas",274,1.98,0,23,80096,0
"Southside city, Arkansas",3923,2.95,82,17.8,40429,14.5
"Bella Vista city, Arkansas",28092,2.72,573,27.1,63560,2.3
"Cherokee City CDP, Arkansas",41,4.5,0,N,-,0
"Lost Bridge Village CDP, Arkansas",416,2.82,0,29.8,75625,8.3
"Maysville CDP, Arkansas",90,3.76,0,N,-,33.3
"New Blaine CDP, Arkansas",142,3.2,0,N,54167,0
"Dennard CDP, Arkansas",415,2.37,11,19.5,19844,30.3
"Guy city, Arkansas",692,3.23,20,32.9,53690,7.3
"Roland CDP, Arkansas",473,2.39,0,45,37841,7.1
"Natural Steps CDP, Arkansas",551,3.19,17,33.1,83750,0
"Centerton city, Arkansas",12178,3.37,1103,21.7,68561,6
"LaGrange town, Arkansas",63,2.71,0,N,11750,21.4
"Grady city, Arkansas",333,2.62,22,25.3,14750,32.2
"Lynn town, Arkansas",230,3,0,29.1,33750,13.1
"Ravenden town, Arkansas",412,2.52,6,41.8,25250,33.1
"Strawberry town, Arkansas",307,2.73,0,31.3,40179,10
"Stuttgart city, Arkansas",8979,3.08,199,11,37292,19.3
"Paragould city, Arkansas",27815,2.99,464,18.5,43351,11.5
"Mount Pleasant town, Arkansas",511,3.42,9,17.9,34250,3.1
"Bodcaw town, Arkansas",205,2.8,2,32.9,50450,0
"St. Joe town, Arkansas",142,2.76,0,29.7,43125,13.3
"Ola city, Arkansas",1343,3.83,352,21.7,21089,26
"McAlmont CDP, Arkansas",1704,3.74,0,19.4,30732,18.2
"Sherwood city, Arkansas",30590,3.17,1799,21.4,61047,9
"Wrightsville city, Arkansas",1627,3.57,62,24.9,28839,23.6
"Bassett town, Arkansas",230,3.46,1,19.4,27273,44.6
"Emerson town, Arkansas",309,3.17,9,22.8,30156,22.1
"Magnolia city, Arkansas",11570,2.9,763,13.2,34729,25.4
"Waldo city, Arkansas",1448,2.96,0,22.6,24309,40.9
"Marianna city, Arkansas",3795,3.21,29,21.3,18750,30.1
"Hoxie city, Arkansas",2680,3.16,36,24.1,27049,15
"Clarksville city, Arkansas",9448,3.14,2070,14.1,35108,15.9
"Edmondson town, Arkansas",219,3.27,0,22.9,18214,50
"Jonesboro city, Arkansas",73581,3.04,4998,17.6,44171,14.8
"Burdette town, Arkansas",223,2.98,12,18,51875,9.7
"Dell town, Arkansas",219,2.8,1,20.7,48417,3.1
"Manila city, Arkansas",3307,3.01,11,23.1,35951,25.8
"Pine Bluff city, Arkansas",44509,3.2,1213,18.1,32498,23.9
"Cedarville city, Arkansas",1358,2.97,70,27.8,50339,14.9
"Enola town, Arkansas",277,2.99,0,36,65714,8.6
"Greenbrier city, Arkansas",5271,3.4,88,24.7,43667,14.8
"Winthrop city, Arkansas",146,2.63,0,27.3,57656,22.4
"Foreman city, Arkansas",1062,3.04,16,22,20484,26.7
"Guion town, Arkansas",145,3.94,6,24.8,40000,25
"Damascus town, Arkansas",507,3.46,4,21.7,36719,16.8
"Huntington city, Arkansas",615,3.09,6,27.7,26488,25.2
"Washington city, Arkansas",175,3.46,1,22.5,36563,31.7
"Bradley city, Arkansas",494,3.62,0,22.8,19911,29.7
"Buckner city, Arkansas",253,4.08,7,28.6,28750,1.9
"Highfill town, Arkansas",782,2.69,61,25,65250,11.2
"Bergman town, Arkansas",513,2.86,6,19.3,41875,9.4
"Harrison city, Arkansas",13058,3.07,192,14.4,37255,18.6
"Crawfordsville town, Arkansas",679,3.79,33,18.4,51375,4.3
"Cash town, Arkansas",394,3.75,46,23.2,32917,25.3
"Arkansas City city, Arkansas",503,2.84,0,15.8,36513,20.9
"Emmet city, Arkansas",540,3.36,3,22.5,42188,22.9
"Leslie city, Arkansas",604,2.97,0,26,-,45.9
"Highland city, Arkansas",1093,3.16,28,21.2,40946,12.3
"Williford town, Arkansas",52,3.2,0,N,26250,0
"Caulksville town, Arkansas",273,2.62,2,17.7,42375,7.6
"Western Grove town, Arkansas",516,3.04,5,27.6,38056,15.5
"Sherrill town, Arkansas",71,3.25,0,18.9,24500,35
"Black Rock city, Arkansas",703,3.24,4,27.7,29412,17.3
"Tull town, Arkansas",517,3.37,6,33.5,49000,9
"Wooster town, Arkansas",1084,3.18,4,29.9,64609,10.3
"Mammoth Spring city, Arkansas",990,2.72,0,14.5,31250,20.2
"Bearden city, Arkansas",902,3.38,10,17,22727,19.4
"Chidester city, Arkansas",281,3.11,0,30.3,23750,16.4
"Cotton Plant city, Arkansas",576,2.62,0,24.7,28125,22.4
"Pocahontas city, Arkansas",6459,2.93,179,24.1,34812,15.4
"Lavaca city, Arkansas",2584,3.33,69,21.6,51080,14.2
"Taylor city, Arkansas",666,3.97,13,26.6,55469,12.5
"Melbourne city, Arkansas",1925,3.19,30,10.9,35952,15.9
"O'Kean town, Arkansas",243,3.24,3,36.1,28250,11.8
"Fort Smith city, Arkansas",87537,3.16,17234,16.3,36532,19
"Hunter town, Arkansas",130,2.64,0,11.1,15938,6.1
